question,context,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
What are Incoterms?,"With this app you can create and maintain incoterms which are the official rules of the International Chamber of Commerce (ICC) regarding how to define trade terms.
",List of international terms for transportation defined by the International Chamber of Commerce ICC),the official rules of the International Chamber of Commerce (ICC) regarding how to define trade terms,0.24668689088414938,0.5296610169491526,0.6000000000000001,0.72424424,21,13.288651067857863,-0.361655056476593,0.5185185185185186,0.6428458525074853
Where do I work on purchase contracts contracts?,"A purchase contract is a legally binding purchase outline agreement that contains special conditions that are negotiated between a buyer and a seller, regarding the goods to be supplied or services to be performed. It is valid for a specific period, during which goods and services are provided to the buyer.","Use the Manage Purchase Contracts app to view, create, and manage purchase contracts. A purchase contract in SAP S/4HANA Procurement is a legally binding purchase outline agreement between a buyer and a seller.",at a law firm or a company that sells goods,8.784466509829401e-232,0.07874015748031497,0.0909090909090909,0.37099165,31,27.13074195003847,-0.703254222869873,0.0,0.4456882864236832
Can I do mass changes to purchase contracts?,"With this app, you can update the fields of multiple purchase contracts simultaneously. You can manage the purchase contracts and purchase contract items through online and offline modes. Using the online mode, you can update multiple purchase contracts and purchase contract items in one go from the app list view. Using the offline mode, you can create, update, and delete multiple purchase contracts and purchase contract items in one go using Microsoft Excel.",With the Mass Changes to Purchase Contracts app you can update the fields of multiple purchase contracts simultaneaously in offline and online modes.,"yes, you can update the fields of multiple purchase contracts simultaneously",0.3299895472527792,0.6813505424616536,0.5294117647058824,0.7835476,19,21.763166867546104,-0.1652577668428421,0.5161290322580645,0.7665685415267944
Where do I find the overdue purchase order items?,"With the Overdue Purchase Order Items app, you can analyze the delivery dates of the purchase orders sent to the supplier. The KPI compares the actual date with the delivery date on item level. All purchase order items for which delivery date has passed and which have not yet been delivered are calculated. You can also use this app to analyze the delivery dates of purchase order items sent to the supplier.


",Use the Overdue Purchase Order Items app to analyze the delivery dates of the purchase orders sent to the supplier. You can also activate situation handling for overdue purchase order items in th Manage Situation Types app.,"the Overdue Purchase Order Items app, you can analyze the delivery dates of the purchase orders sent to the supplier",0.4010583929143014,0.8372258771929826,0.7017543859649124,0.8854834,10,26.267818517585244,0.4133610725402832,0.653061224489796,0.835468357259577
Where can I see all my purchasing documents?,"With this app, you can quickly gain an overview of the items in your purchasing documents for each supplier and keep track of those purchasing documents for which you, as a purchaser, are responsible. Besides the count of purchasing document items, the app provides separate tabs for purchase requisitions, purchase orders, good receipts, and supplier invoices. The clear and customizable views let you monitor your purchasing document items for each supplier at the level of detail you require.",The My Purchasing Document Items app gives you an overview and enables you to keep track of the documents for which you are responsible. ,"the app provides separate tabs for purchase requisitions, purchase orders, good receipts, and supplier invoices",1.1522277201606316e-231,0.13368983957219252,0.25641025641025644,0.6666872,26,24.729329285237466,-0.319000780582428,0.17142857142857143,0.5230083869149288
What Analytics are available for purchasing? ,"Central Purchasing Analytics provides users with centralized analyses and the necessary capabilities to better understand the procurement scenarios – both on a holistic level and on a more fine-granular level.
",Analytics are available for Central Purchasing and Procurement.,Central Purchasing Analytics provides users with centralized analyses and the necessary capabilities to better understand the procurement scenarios – both on a holistic level and on a more fine-granular level,7.02263826129216e-156,0.13333333333333333,0.2631578947368421,0.86129844,16,8.82504826029864,-0.9563697576522827,0.29411764705882354,0.421368353507098
What entails Central Purchasing? ,"Central Procurement offers a Central Purchasing scenario that provides a single point of access to display and manage purchasing documents centrally. The purchasing documents include purchase requisitions and purchase orders. These documents can be those that are created in the SAP S/4HANA Cloud system (which acts as a hub system), or the ones that have been extracted from the connected systems. SAP S/4HANA, SAP S/4HANA Cloud, or SAP ERP act as connected systems. Central Purchasing provides the flexibility of connecting multiple systems across an organization and carrying out procurement processes centrally.",Central Purchasing provides a single point of access to display and manage purchasing documents centrally. ,provides a single point of access to display and manage purchasing documents centrally,0.7916963878457504,0.9772211594073942,0.9285714285714286,0.8710464,7,15.074652677733685,0.7711646556854248,0.923076923076923,0.7367845361049359
Are Machine Learning capabilities available in Procurement?,"SAP applies machine learning intelligence to automate business processes. Machine learning improves the productivity and quality of these processes by making time-efficient decisions and reducing redundant tasks. For example, the system can recommend items that the purchaser can add to the company catalog or predict the quantity consumption of purchase contracts.",Yes. Machine Learning is for example used to recommend items that the purchaser can add to the company catalog. ,yes.sap applies machine learning intelligence to automate business processes,8.510469113101058e-232,0.2505446623093682,0.27586206896551724,0.58176196,25,18.41225849288132,-0.11165444552898407,0.23076923076923078,0.5993608186642329
What reporting and monitoring options do I have? ,"The Procurement Overview shows, at a glance, the most important information and tasks relevant for you right now. The information is displayed on set of actionable cards. You can therefore focus on the most important tasks, enabling faster decisions and immediate action.

The cards show you the most important information ranked according to relevance. For example, on the Monitor Purchase Contracts card, you can see the consumption and expiry date per contract. You can then decide to change a contract by selecting it.

You can use the global filter to filter the entire Procurement Overview by supplier or material group, for example. You then see all urgent contracts, purchase requisitions, or spend information according to the specified filter criteria.

For list cards, selecting the header of a card brings you to the app itself, while selecting an item brings you to more detailed item information.

For graphical or analytical cards, selecting the card brings you to more detailed analytical information.

",Check out the Procurement Overview which shows you the most important information ans tasks relevant for you right now. ,"You can use the global filter to filter the entire Procurement Overview by supplier or material group, for example. You then see all urgent contracts, purchase requisitions, or spend information according to the specified filter criteria. For list cards, selecting the header of a card brings you to the app itself, while selecting an item brings you to more detailed item information. For graphical or analytical cards, selecting the card brings you to more detailed analytical information.",2.0530542698347221e-156,0.08552638349989193,0.16666666666666669,0.45990664,23,18.28452664743722,-0.8199944496154785,0.13953488372093023,0.5111564790209134
How can I manage purchasing categories?,"With this app, you can view a worklist of purchasing categories and edit the purchasing categories in your system. You can use various filter criteria to customize the list of purchasing categories. You can choose the name of a purchasing category to display or edit it.

",Use the Manage Purchasing Categories app to view and edit the purchasing categories.,You can view a worklist of purchasing categories and edit the purchasing categories in your system.,0.2334010940134804,0.5152657647667627,0.5517241379310345,0.8882211,14,13.03900358352557,-0.09612427651882172,0.56,0.7339079313808017
What is a purchasing requisition?,A purchase requisition is a request that is made to the purchasing organization to procure a certain list of materials or services. It is an internal document and remains within the organization.,Request to maintain a list of materials or services.,a request that is made to the purchasing organization to procure a certain list of materials or services,0.19199242796476848,0.436046511627907,0.5925925925925926,0.70242643,20,9.542525683758011,-0.5587725639343262,0.608695652173913,0.590702452157673
Which are the key features of the new self-service procurement app?,"With this app, you, as an employee or casual user can do the following:
* Create, view, edit, copy, and delete self-service purchase requisitions
* Track the status and process flow of your purchase requisitions
* Confirm the receipt of goods
* Return the received goods in case of any issues or defects",Manage your purchase requistions.,"Create, view, edit, copy, and delete self-service purchase requisitions Track the status and process flow of your purchase requisitions Confirm the receipt of goods Return the received goods in case of any issues or defects",9.342642673220296e-158,0.05266853932584269,0.09999999999999999,0.6637188,30,4.905275812491047,-1.002061128616333,0.1111111111111111,0.4638742295404275
How can I collaborate in SAP S/4HANA with my suppliers?,"Ariba Network Integration enables you to collaborate in SAP S/4HANA Cloud with your suppliers via the Ariba Network. You can send electronic purchase orders to your suppliers, and you can receive purchase order confirmations, advanced shipping notifications, and electronic supplier invoices from the Ariba Network. You exchange the data using cXML messages.",Via Ariba Network integration.,Ariba Network Integration enables you to collaborate in SAP S/4HANA Cloud with your suppliers via the Ariba Network,6.230265621034424e-156,0.18899700598802394,0.34782608695652173,0.646825,26,4.758109647973271,-0.9435504674911499,0.38095238095238093,0.5576613104861715
Can I evaluate my suppliers?,"With Supplier Evaluation and Performance Monitoring (‏SL4‏), you can evaluate your company’s suppliers to obtain a basis for your business relationship with them and to optimize your supply base. Based on the feedback you gather through questionnaires, you obtain a scorecard for each supplier evaluated. The scorecard helps you to assess a supplier’s strengths and shortcomings and to initiate measures for improvement. Evaluation scorecards also enable you to easily compare suppliers within a peer group.

A combined real-time view across operational and questionnaire-based scores provides a holistic view of your supplier’s performance. This scope item provides two different use cases for the category manager: Evaluate supplier performance and Analyze KPIs based on the evaluation.","Yes, use  Supplier Evaluation and Performance Monitoring (‏SL4‏) to evaluate the suppliers.",yes with Supplier Evaluation and Performance Monitoring ( SL4 ),0.31314224813827346,0.7348172169811321,0.7000000000000001,0.9149033,17,12.48999599679679,0.5211694836616516,0.631578947368421,0.6360483928160234
"How can I create, edit or delete source lists?","Manage Source lists: With this app you can create, edit, delete, or manage source lists. You can also search and view source lists based on different criteria such as plant, material, or supplier. You can use purchasing info records or contracts as the sources of supply for purchase requisitions and purchase orders.",Use the Manage Source Lists app,"With this app you can create, edit, delete, or manage source lists",2.597339905741302e-232,0.26595744680851063,0.4444444444444444,0.7929659,26,6.910653864049042,-0.7722859382629395,0.47058823529411764,0.47685722075402737
Which processes are available in the Manage RFQ app?,"* You send your created RFQs later to SAP Ariba Sourcing, where the bidders and suppliers can place their bids. After you have decided which bidder or supplier should receive the award, you send the awarded quotation back to SAP S/4HANA Cloud. A purchase order or a contract is created automatically in the background. You can display it within the Manage Purchase Orders app or within the Manage Purchase Contracts app.
* To request only price and quantity information or shipping costs, you send these RFQs later to the Ariba Network, where the suppliers can create their bids. These bids are sent back to SAP S/4HANA Cloud, where you can award one of them.
* You can also create price requests in SAP S/4HANA Cloud and send them directly to your supplier via e-mail or as a printed version by mail. You receive the quotations from your suppliers and then create the quotations in SAP S/4HANA Cloud manually. For more information, see Working with a Request for Price.","Send RFQs to SAP Ariba Sourcing or Ariba Network for further processing, or create price requests in SAP S/4HANA Cloud to be sent to the suppliers directly.","You send your created RFQs later to SAP Ariba Sourcing, where the bidders and suppliers can place their bids",0.09579371674972276,0.2631578947368421,0.3829787234042553,0.85933995,23,24.286859200851293,-0.04062171280384064,0.3181818181818182,0.6014530777931213
How can I view the detailed information for my supplier quotations?,"You can perform the following tasks if you have the business role Purchaser:

Display the list of all quotations
Search for a particular quotation
Display detailed information for a quotation by selecting the corresponding line

Display general information such as creation date, supplier address, and contact data
Display detailed information for items such as the actual item, quantity and pricing details
Submit quotations that are in status In Preparation
Edit quotations that are in status In Preparation or in status Submitted
Delete quotations that are in status In Preparation
Award quotations

",You need the Purchaser role to view supplier quotations.,"Select the corresponding line. Display general information such as creation date, supplier address, and contact data Display detailed information for items such as the actual item, quantity and pricing details",1.2231560863259333e-232,0.047468354430379736,0.10256410256410256,0.48345,26,9.895192582062156,-1.0689241886138916,0.05555555555555556,0.5338700080619139
Where can I manage my substitution rules during my absence?,"You can use this app to make important decisions via mobile or desktop devices anywhere and anytime. Using this app, you can process your workflow tasks based on the decision options defined in the back-end system. ",Use the My Inbox app. ,"back-end system.. Using this app, you can process your workflow tasks based on the decision options defined in the back-end system.",7.6272394159932085e-233,0.09009009009009009,0.21428571428571427,0.20644492,34,5.896715561643563,-1.1790339946746826,0.08695652173913043,0.43021508753299714
How does an end of purpose (EoP) check in Sourcing and Procument work?,"Data protection is associated with numerous legal requirements and privacy concerns. In addition to compliance with general data privacy regulation, it is necessary to consider compliance with industry-specific legislation in different countries. SAP provides specific features and functions to support compliance with regard to relevant legal requirements, including data protection.

Sourcing and Procurement provides an end of purpose (EoP) check to determine whether supplier and customer data is still relevant for business activities in the application or can be blocked.","Sourcing and Procurement provides an end of purpose (EoP) check to determine whether supplier and customer data is still relevant for business activities in the application or can be blocked.

When a business partner is blocked, the application does not display any personal data related to this business partner, including the number of the business partner. A business user can neither display or change any information, nor create new business with this business partner. Furthermore, it is not possible to copy a business object or perform follow-up activities for a business object that contains blocked data, and you cannot search for blocked data or search for a business object using blocked data in the search criteria.",determine whether supplier and customer data is still relevant for business activities in the application or can be blocked,0.1380623274196986,0.4791132028275229,0.27941176470588236,0.7343468,18,55.114610242888396,-0.5868543386459351,0.2926829268292683,0.7175649247671428
How do I use the Enterprise Search to evaluate responses in Supplier Evaluation?,"You can use the Enterprise Search for evaluation responses. To do so, you start on the Fiori launchpad and select Responses in the drop-down list in the top right corner. In the search field, you can enter response name, number or the user who created it and then press Enter.","Start on the Fiori launchpad and select Responses in the drop-down list in the top right corner. In the search field, you can enter response name, number or the user who created it and then press Enter.","You start on the Fiori launchpad and select Responses in the drop-down list in the top right corner. In the search field, you can enter response name, number or the user who created it and then press Enter.",0.9511782664584193,0.9785131875417945,0.9870129870129869,0.99515355,2,27.871105223975917,0.8368550539016724,0.9846153846153847,0.960496380277302
Why does the Procurement Overview does not show anything?,"The Procurement Overview shows, at a glance, the most important information and tasks relevant for you right now. The information is displayed on set of actionable cards. You can therefore focus on the most important tasks, enabling faster decisions and immediate action.","To see the information and tasks on the Procurement Overview, you need the Business Catalog RoleSAP_BCR_MM_PRC_OVP_PC assigned to your user.",The information is displayed on set of actionable cards,1.0003688322288243e-231,0.145631067961165,0.1764705882352941,0.24986228,31,20.773542441350013,-0.7539505958557129,0.15999999999999998,0.6177913010120392
How can I find out the amount that was spent without a contract in place?,"You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment. For some items, no negotiated pricing or blanket purchase agreement is in place when they are purchased. These items are defined as non-contract purchases. You can use this app to measure the percentage of purchases made without any contract.","Check out the following apps: Off-Contract Spend, Purchasing Spend Dashboard, and Procurement Overview. Note that you need the SAP_MM_BC_PUR_STRATEGY Business Catalog role assigned to see the information.",You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment.,4.3233341924983234e-155,0.2965253370111669,0.41379310344827586,0.5775522,30,25.384343509603898,-0.33102303743362427,0.2608695652173913,0.5970918110438755
What is non-managed spend?,"Shows you the total invoice spend where that spend isn't associated with a purchase order.

You can switch the view between supplier and material group.

The bar chart shows the spend amount as a percentage of the invoiced spend by material group (or supplier). The number shows the value of the non-managed spend.

Selecting the header or the chart brings you to the Purchasing Spend KPI.",This spend isn't associated with a purchase order. It's calculated by subtracting the sum of net spend from the total spend.,total invoice spend where that spend isn't associated with a purchase order,0.288389458703517,0.6816901408450704,0.5555555555555555,0.7073334,22,19.001246447380403,0.2336059957742691,0.5517241379310345,0.5772956125438213
Where can I find detailed purchasing spend information?,Purchasing Spend Dashboard,Check out the Details tab on the Purchasing Spend Dashboard app to get details of your purchasing spend information. ,Purchasing Spend Dashboard. This dashboard provides a comprehensive view of your purchasing spend.,0.17923344640485428,0.4838709677419355,0.4375,0.8471303,18,19.609302743483028,0.4303067922592163,0.4827586206896552,0.6827912012736003
Can I modify the UIs?,"You can use the SAP Web IDE to create your own SAP Fiori user interfaces either from scratch or based on templates. The SAP Fiori user interfaces consume released RESTful OData interfaces. After creation and successful testing, you can deploy these user interfaces into SAP S/4HANA Cloud user interface repository and integrate them into the customer’s SAP Fiori launchpad as new tiles using the Custom Tiles and Custom Catalog Extensions application.","Yes, you can create your own SAP Fiori Uis. There are also BAdIs available to influence the behaviour of the apps.","yes, you can use the SAP Web IDE to create your own SAP Fiori user interfaces either from scratch or based on templates",0.20828838183973028,0.44731404958677684,0.4545454545454545,0.8685589,24,20.91945371208317,-0.10035435855388641,0.43902439024390244,0.6800072347676313
What functions are available to evaluate suppliers?,Evaluate and monitor the performance of your suppliers. Use questionnaires for scoring suppliers in multiple areas. Leverage this data to instantly benchmark performance and to perform analyses needed to identify valuable suppliers and manage them effectively. Develop the required capabilities for promising suppliers with whom you want to build ongoing relationships.,You can use questionnaires for scoring suppliers. The Supplier Evaluation and Performance Monitoring (SL4) you obtain a scorecard based on the questionnaires.,questionnaires for scoring suppliers in multiple areas. Leverage this data to instantly benchmark performance and to perform analyses needed to identify valuable suppliers and manage them effectively. Develop the required capabilities for promising suppliers with whom you want to build ongoing relationships,0.05542681467310753,0.13033175355450236,0.28125,0.7990221,21,22.806081059499363,-0.30825042724609375,0.23333333333333336,0.6064188036512821
What is data archiving used for?,"Data archiving is used to delete data at the end of its lifecycle and to block and delete personal data in SAP S/4HANA Cloud. Archiving moves the personal data from the database to archive files if the end of purpose is reached. In doing so, the personal data is implicitly marked as blocked. Blocked data has access restrictions to prevent further unauthorized processing.",To delete data at the end of its lifecycle.,to delete data at the end of its lifecycle,0.7598356856515925,0.9883326549993218,1.0,0.79819095,0,9.213207249994932,0.9101982116699219,1.0,0.7313084223053672
Which objects can be archived?,"The following table shows the available archiving objects:

Objects in Sourcing and Procurement

Archiving Objects

Purchase Requisitions

MM_EBAN

Purchasing Documents

MM_EKKO

Purchasing Info Records

MM_EINA

Materials Management: Invoice Documents

MM_REBEL","Purchase requisitions, purchasing documents, purchasing info records, materials management and invoice documents.",Purchase Requisitions MM_EBAN Purchasing Documents MM_EKKO Purchasing Info Records MM_EINA Materials Management: Invoice Documents MM_REBEL,9.109159947227211e-232,0.6552169421487604,0.7096774193548387,0.6323519,12,12.930814410916206,-0.42376410961151123,0.8148148148148148,0.490533790551126
Who can display blocked data?,"Only users with special authorization can display blocked data; they are not authorized, however, to create, change, or copy business objects with blocked data, or perform follow-up activities with these business objects.",Only users with special authorization.,"users with special authorization can display blocked data; they are not authorized, however, to create, change, or copy business objects with blocked data, or perform follow-up activities with these business objects",0.002898160026592,0.0931047197640118,0.21621621621621623,0.5705546,26,5.826128802527547,-1.1509720087051392,0.2222222222222222,0.4193044921908623
Are there prerequisites to be fulfilled before a purchase requisition can be archived?,"The following prerequisites need to be fulfilled before a purchase requisition can be archived:

All business checks for the purchase requisition need to be fulfilled.

Note
If the items in the purchase requisition are maintained as a hierarchical list, an item in the list can be archived only if all its children and siblings are closed.

The residence time of each purchase requisition item must have passed.","Yes, all business checks for the purchase requisition need to be fulfilled and the residence time of each purchase requisition item must have passed.",yes - All business checks for the purchase requisition need to be fulfilled,0.34426631072695274,0.8088092463092466,0.6666666666666666,0.9296695,11,20.64591025019087,0.3366324007511139,0.6666666666666666,0.8011057376861572
Where can I create a new archiving variant?,"When you schedule the archiving run, you need to enter an existing variant or create a new one. You can do so in the Manage Archiving Variants app.

The variant contains the selection criteria for the purchase requisitions that you want to archive.",In the Manage Archiving Variants app.,Manage Archiving Variants app.. .,0.4347208719449914,0.7934426229508196,0.8,0.9060221,8,6.381605689480847,0.8321600556373596,0.888888888888889,0.6429298892617226
