question,context,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
Extract the facts from the paragraph.,"Online education continues to become more popular for schools and students alike. Its advantages are generally lower costs, less commitment and the ability to study at a time, place and pace that suits the student.","- Online education is becoming increasingly popular.
- It has several advantages such as lower costs, less commitment and the ability to study at one’s own time and pace.",Online education continues to become more popular for schools and students alike,3.8540425273546335e-155,0.3002738654147104,0.3,0.82175523,27,27.99804256644539,-0.3083405494689941,0.2631578947368421,0.5285604198773702
Edit the following sentence to make it more concise.,He ran to the bus stop in order to catch the bus that was due to arrive in five minutes.,"He ran to the bus stop, due to arrive in five minutes.",He ran to the bus stop to catch the bus that was due to arrive in five minutes.,0.5475233496732835,0.6827122980969134,0.8,0.95546395,13,10.88264575707031,0.4580781459808349,0.8148148148148148,0.8304668288481863
Convert from celsius to fahrenheit.,Temperature in Celsius: 15,Temperature in Fahrenheit: 59,Fahrenheit: 0°F. Celsius: °F. Fahrenheit: °F.,2.068521032154012e-155,0.165929203539823,0.1818181818181818,0.64881265,23,4.6415888336127775,-0.7399502396583557,0.2,0.5549250556664034
Arrange the given numbers in ascending order.,"2, 4, 0, 8, 3","0, 2, 3, 4, 8","0, 2, 4, 8 3 0 0 0",0.4779995354275013,0.650318287037037,0.7692307692307693,0.88675314,31,5.477225575051659,0.1597115099430084,0.7692307692307693,0.7175590558485552
"Given a set of numbers, find the maximum value.","Set: {10, 3, 25, 6, 16}",The maximum value is 25.,"16', '25', '6', '16', '10', '3', '25', '6', '16', '25', '6', '16', '25', '16', '10', '10', '25', '16', '25', '16', '25', '16', '25', '16', '25', '16', '25', '25', '16', '16', '25', '25', '16', '25",0.0,0.0,0.0512820512820512,0.3630272,33,6.000000000000004,-1.0349020957946775,0.0526315789473684,0.37114522040338443
Convert the given binary number to its decimal equivalent.,101101,The decimal equivalent of 101101 is 45.,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.0,0.0,0.0,0.06534248,32,8.0,-1.019384503364563,0.0,0.34081101417541504
"Given a sentence, convert it into passive voice.",The dog barked at the alley cat.,The alley cat was barked at by the dog.,The alley cat was barked at by the dog.,1.0,0.9995,1.0,1.0,0,9.000000000000002,0.8989548683166504,1.0,1.000000011920929
Transform the following sentence into the passive voice,I bought a book,A book was bought by me.,A book was bought by me... .,0.7289545183625967,0.8757427021441488,1.0,0.9003799,0,6.270164062730935,0.8908171653747559,1.0,0.8057913482189178
Create a dialog between two people who are discussing a scientific phenomenon,Hydropower,"Person 1: Did you know that hydropower is now being used to generate electricity?
Person 2: Really? That’s incredible! How does it work?
Person: 1: Well, hydropower utilizes the energy of moving water to generate electricity. By capturing and harnessing the energy of falling or flowing water, hydropower can be used for efficient electricity generation.",John: What do you think of hydropower? John: I think it's a great idea. John: But I think it's too expensive. John: I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea. John: But I think it's too expensive. John: But I think it's a great idea.,2.4772349122457713e-232,0.0541497702081643,0.0507614213197969,0.24503684,33,55.67427645569685,-0.9833016395568848,0.0352941176470588,0.5117426586026946
Identify the most suitable adverb for the following sentence,She works,She works diligently.,hard work. she works hard. she works hard.,2.6621681380487264e-232,0.2481121898597626,0.3636363636363636,0.6865355,26,3.7224194364083982,-0.6932107210159302,0.3636363636363636,0.6313985315236178
Find the main idea of the following passage,"Climate change is an increasingly contentious global issue. It is already having a drastic effect on the environment and human lives. We are already seeing an increase in extreme weather events and rising sea levels, both of which have a major impact on the planet.",The main idea of the passage is that climate change is a global issue that is having a detrimental effect on the environment and has caused an increase in extreme weather events and rising sea levels.,Climate change is an increasingly contentious global issue.,4.595592066254297e-155,0.4851262538913871,0.2727272727272727,0.6267986,24,31.81353695029713,-0.0177922695875167,0.2702702702702703,0.5592190755738152
Analyze the tone of the following sentences,I am so upset with you right now,The tone of the sentences is angry and accusatory.,negative..I am so upset with you right now,0.0,0.0,0.0,0.26549724,30,9.999999999999998,-0.9758899211883544,0.0,0.44778753139755945
Construct an argument to defend the following statement,Alternative energy sources are critical to solving the climate crisis,"Alternative energy sources are absolutely vital in order to mitigate the most detrimental impacts of climate change. As the world transitions away from fossil fuels and towards more sustainable sources of energy, such as wind, solar, and hydropower, we can reduce the number of greenhouse gases in the atmosphere and prevent further warming of our planet. Additionally, using renewable and alternative energies sources will create thousands of jobs and can help to create a healthy, stable economy. Investing in alternative energy sources is a sound decision and a necessary step if we want to effectively address the climate crisis.",Alternative energy sources are the only way to solve the climate crisis.,0.0435437006074595,0.4148230088495575,0.1621621621621621,0.7313656,27,54.97028122233172,-0.6715081930160522,0.1386138613861386,0.6840243752186115
Convert the following sentence into the present continuous tense,He reads books,He is reading books.,He is reading books.. .. ..,0.4482700320176827,0.5836397058823528,1.0,0.87313867,0,4.472135954999579,0.8509398698806763,1.0,0.5964112102985382
Give an example of a metaphor that uses the following object,Stars,The stars were twinkling diamonds in the night sky.,The stars are the guiding light for the galaxy.,6.8489908526642754e-155,0.2,0.3333333333333333,0.47453558,23,9.542525683758004,-0.8103872537612915,0.1538461538461538,0.5833198428153992
Describe the following person,John,"John is a tall, dark-haired man with a kind smile and a twinkle in his eyes. He has a gentle, caring nature, and he always strives to understand others. He has a passion for learning and exploring new places, experiences and cultures.",a person who is a good friend to others,3.2029885594550065e-155,0.1923076923076923,0.1923076923076923,0.314425,31,29.75773944036893,-0.8819148540496826,0.1363636363636363,0.4733046889305115
Construct a mathematical problem with the following numbers,"21, 4","If 21 pieces of candy are divided among 4 people, how many pieces of candy does each person get?",How many more than 21 is 4? ,1.2035620841904512e-231,0.4000000000000001,0.3076923076923077,0.6257613,28,19.70903276379112,-0.6628768444061279,0.3076923076923077,0.6796112656593323
Aim to reduce the following sentence without changing its meaning,"When he came in, he woke everyone up",He woke everyone on entering.,He came in and woke everyone up..,6.010455532087301e-155,0.3276353276353276,0.5,0.86284065,21,5.549021795570025,0.535882830619812,0.5,0.4840540091196696
Identify the conjunctions in the following sentence,She wrote a letter and sealed it,"The conjunctions in the sentence are ""and"".",and sealed it.. .. ..,1.0244914152188953e-231,0.078125,0.2,0.094708845,41,8.0,-0.8806784152984619,0.25,0.5975717306137085
Rewrite the following sentence in the third person,I am anxious,She is anxious.,I am anxious about the situation.. I am worried.,2.6621681380487264e-232,0.0970873786407767,0.1666666666666666,0.54405457,29,4.0,-1.2417283058166504,0.1818181818181818,0.719492087761561
Edit the following sentence to improve clarity and flow.,The restaurant has great food though the prices are a bit hefty,The restaurant offers great food but at a slightly higher price.,"The restaurant has great food, though the prices are a bit hefty.",6.933326157611605e-155,0.3475303164744159,0.5217391304347826,0.8647231,27,11.656953366502906,0.3908420205116272,0.3333333333333333,0.6957660354673862
"Classify the following incident as a breach of protocol. Output 1 for breach, and 0 for no breach.",Using a school laptop for personal use,1,1; 0; 0; 0,4.5158700093580446e-234,0.078125,0.4,0.52859426,36,2.0,-1.0336308479309082,0.4,0.386893446956362
"Given the following input, construct a creative story.",A magic bow and arrow,"Once upon a time, there lived a young girl named Alexa who was gifted with an incredible magical bow and arrow. Whenever she pulled back her bow and let an arrow fly, wherever it landed, something extraordinary happened. Flowers bloomed, oceans calmed, and the sun shone brighter. Alexa's bow and arrow were so powerful, that it could make even the most impossible things possible. One day, during a great storm, Alexa used her magical bow and arrow to bring calm and harmony to her hometown. She was praised and celebrated by the whole town, and she soon became a symbol of hope and peace.",A young boy was playing with his magic bow and arrow. He was aiming at a target and he hit it. The target was a twig. The boy was very happy.,0.0259933113141069,0.3039851956108114,0.2205882352941176,0.40202266,35,72.59555960519266,-0.933440327644348,0.1487603305785124,0.6214624875121646
Write a review of a recent movie you watched.,Parasite (2019),"I recently watched the movie Parasite, directed by Bong Joon-Ho, and I was absolutely blown away. This movie is a masterful blend of genres—it's both a black comedy and a commentary on classism, with a twist ending that no one could see coming. The acting is fantastic, particularly Song Kang-ho as the head of the poor household, and the cinematography is stunning. The movie has a perfect balance of humor and thought-provoking drama, and it will leave you talking about the ending for days afterwards. Overall, I highly recommend Parasite; it is an exceptional movie and an experience you won't soon forget.",a slickly directed and acted thriller,7.290245807398516e-232,0.1169590643274854,0.0701754385964912,0.4462741,33,58.147603775984734,-1.065162181854248,0.043010752688172,0.4982228321688516
Create a Twitter post to promote your new product.,Alisha's All Natural Jam,"Introducing Alisha's All Natural Jam, handmade with love using only the finest ingredients! Get ready for a delicious treat that will give your tastebuds a flavor explosion! Try our five amazing flavors: Strawberry, Blueberry, Peach, Raspberry, and Blackberry. Buy now and snack with the world! #snacktime #allnatural #jam #tastebuds #freshfruit #homemade #delicious #salttw",Tweet about the new product. Describe the product.,8.231055179516831e-232,0.0925925925925926,0.064516129032258,0.19924048,34,45.196706456254056,-1.086549997329712,0.0,0.5321676731109619
"Given the following input, classify the verb as transitive or intransitive.",improve,Transitive.,transitive.. improve.. improve..,0.0,0.0892857142857142,0.5,0.63415515,23,2.0,-0.6616061925888062,0.5,0.7241930425167084
Rewrite the sentence to provide more clarity and flow.,Making the decision to rent a house was a wise choice,Renting a house was a wise decision to make.,Making the decision to rent a house was a good choice.,0.2658156069371863,0.7292320569156728,0.7999999999999999,0.916989,20,8.323550950491125,0.5812080502510071,0.5333333333333333,0.6572832564512888
Give a description of the following customer segment.,Online shoppers in the US aged between 18-25,"This customer segment consists of online shoppers in the US aged between 18-25. They are typically young adults who are tech-savvy and prefer to shop online for convenience and variety. They often shop for a variety of items, ranging from clothing to electronics and are comfortable using different payment methods such as credit or debit cards and digital wallets.",They are young. They are online shoppers. They are in the US.,1.990205443640199e-78,0.5782312925170069,0.3013698630136986,0.7107601,24,35.73165859278854,-0.2198554128408432,0.2941176470588235,0.6119869835674763
Translate the following phrase into French.,I miss you,Je te manque.,Je vous manques.. .. ..,7.813508425061864e-232,0.1724137931034482,0.6666666666666666,0.795218,24,3.776350045179608,-0.4444283246994018,0.3333333333333333,0.6870827783237804
Classify the following statement as true or false.,The Supreme Court is the highest court in the US.,True.,true...as it is the highest court in the US.,1.0322346066768973e-233,0.0909090909090909,0.1818181818181818,0.20072955,36,2.0,-0.893801212310791,0.0,0.38433760830334257
Identify the theme of the following book.,The book is about a small town in the Midwest and how people respond to a series of tragedies and unexpected events that shake their lives.,"The theme of the book is resilience in the face of unexpected tragedy, and how the people of a small town come together to overcome difficult times.",(ii). i. ii.,7.850707993042516e-232,0.0543478260869565,0.0,0.10010758,35,28.00000000000001,-1.3434070348739624,0.0,0.4634655676782131
Assign each word in the sentence below to its part of speech.,Kittens often scamper around excitedly.,"Kittens - Noun 
often - Adverb 
scamper - Verb 
around - Preposition 
excitedly - Adverb","scamper, around, excitedly, kittens",1.2183324802375696e-231,0.2564102564102564,0.5714285714285715,0.79047,21,16.0,-0.4490337371826172,0.5714285714285715,0.5379482358694077
What is the main idea of this text?,"The robotics industry has become one of the fastest growing sectors in today’s economy. Robotics technology is being applied in various industries and applications, such as manufacturing, healthcare, and defense.",The main idea of this text is that robotics technology is being used in many different industries and applications and is a rapidly growing sector of today's economy.,(ii).)..(iii).,7.784451369270533e-232,0.0416666666666666,0.0,0.045683824,35,29.0,-1.1690595149993896,0.0,0.4773422560908578
Make a prediction about what will happen in the next paragraph.,Mary had been living in the small town for many years and had never seen anything like what was coming.,It appears that something extraordinary and unprecedented will happen in the next paragraph.,Mary will be scared..!..!,9.418382295637229e-232,0.0581395348837209,0.1176470588235294,0.2832561,28,13.74301007367922,-0.6229768991470337,0.125,0.5735758185386658
Generate a headline for the following article.,This article discusses the future of renewable energy sources in the US.,Renewable Energy Sources are the Future of the US,Renewable energy: The future of the US? (Update1),3.1062481197114385e-78,0.5913134484563056,0.823529411764706,0.8915092,16,8.814794491270941,-0.3647767305374145,0.7692307692307692,0.6171096655038687
What type of punctuation should be used at the end of the following sentence?,Let's look at the bird,A question mark (?) should be used at the end of the sentence.,Let's look at the bird..!,4.506889438070446e-155,0.1136363636363636,0.2222222222222222,0.11122308,32,11.83172762142339,-0.8529257774353027,0.1538461538461538,0.5339302450418473
Identify the incorrect word and suggest a better version.,The waitress served a humonguous burger.,"The incorrect word is ""humonguous"" and it should be replaced with ""huge"".",burgerssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,0.0,0.0,0.0,0.03004362,33,13.0,-1.1818597316741943,0.0,0.35095906257629395
Rewrite this sentence using the third person point of view.,I went to the store.,He/She went to the store.,I went to the store. I bought some things.,0.3302232277439296,0.4609523809523809,0.5333333333333333,0.602121,19,5.532986180201919,-1.0828779935836792,0.5,0.689949940551411
Change this sentence into the future tense.,She walks to school.,She will walk to school.,She will walk to school.. tomorrow..,0.5444460596606694,0.6384615384615385,0.9090909090909092,0.89016736,10,5.313292845913056,0.0289923250675201,0.9090909090909092,0.741964477300644
Summarize the following article in your own words.,"The internet has become a critical part of modern life and it has revolutionized the way we communicate and conduct business. It has enabled the spread of ideas and experiences quickly, globally, and cheaply.",The internet has drastically changed our lives by allowing us to easily and quickly communicate and conduct business across the globe. It has enabled the rapid spread of ideas and experiences worldwide.,The internet has revolutionized the way we communicate and conduct business.,0.1049439266125276,0.4112328290732047,0.3720930232558139,0.85579747,22,25.81678837031941,-0.0135239213705062,0.3157894736842105,0.8103488087654114
What is the meaning of the following idiom?,It’s raining cats and dogs,"The idiom ""it’s raining cats and dogs"" means that it is raining heavily.",It is raining cats and dogs. It is raining cats and dogs.,0.1661742929957894,0.5714163237311387,0.6153846153846153,0.80079436,21,11.871344663835185,0.5289318561553955,0.5833333333333334,0.696506359747478
Generate a sentence using the following words in the correct order.,house on fire,The house was on fire.,A house on fire.. .. ..,7.100514228897259e-155,0.3703703703703703,0.6666666666666665,0.7139544,23,5.64621617328617,0.4778792262077331,0.8571428571428571,0.7128057956695557
Is the sentence grammatically correct?,The boy was playing with her toys.,"Yes, the sentence is grammatically correct.",yes - The boy was playing with her toys.,8.436497969708995e-232,0.1530612244897959,0.2857142857142857,0.27635065,25,7.000000000000003,-1.1010075807571411,0.1666666666666666,0.5698477417230606
Classify the relationship between John and Mary.,John and Mary are siblings.,John and Mary are brother and sister.,(ii)...(iii).,1.0832677820940876e-231,0.0625,0.0,0.14719293,34,8.0,-1.0052671432495115,0.0,0.5505460292100907
Identify the language used in the given sentence.,Il est incroyable.,The sentence is in French.,French Language French Language French Language French Language French Language,5.976416503564577e-232,0.0520833333333333,0.1333333333333333,0.5386685,29,5.999999999999997,-1.2247048616409302,0.1428571428571428,0.427129852771759
Generate a summary of the given article.,"Between 1989 and 2019, the size of the U.S. economy, measured in terms of the gross domestic product (GDP), more than doubled. The growth was faster than in the prior two decades, driven in part by the dramatic expansion of the information technology sector in the 1990s and early 2000s, gains in worker productivity and strong consumer demand, and government investments in research and development.","The U.S. economy more than doubled in size between 1989 and 2019, largely due to the rise of the information technology sector, improvements in worker productivity and consumer demand, and government investments. This growth was faster than in the prior two decades.",The U.S. economy has grown faster than any other major developed economy in the world.,1.6447752095941242e-78,0.3603516256221317,0.2711864406779661,0.6667237,26,35.02139171162037,-0.0306773334741592,0.196078431372549,0.6402204883726019
Conver the temperature from Fahrenheit to Celsius.,94F,34.4C,94 °C.. 94 °C,0.0,0.0,0.0,0.3147924,25,2.0,-1.10733962059021,0.0,0.5686492621898651
Construct a phrase using the given words,"Pandemic, challenge, action",Our action in the face of the pandemic is the ultimate challenge.,pandemic challenge in action .. .,1.4347128449946335e-231,0.373134328358209,0.5,0.8078254,23,12.489995996796797,0.3844014406204223,0.6153846153846153,0.5941958096292284
Suggest a good restaurant.,"Los Angeles, CA","In Los Angeles, CA, I suggest Rossoblu Italian restaurant.",I'd like to go to a sushi restaurant.,5.791739854583281e-155,0.2505446623093682,0.2222222222222222,0.4402166,23,9.869162813660015,-0.9088852405548096,0.125,0.5567245160539945
Calculate the area of the triangle.,Base: 5cm; Height: 6cm,The area of the triangle is 15 cm².,5cm2 = 5cm2 / 2,0.0,0.0,0.0,0.46437812,31,9.000000000000002,-0.928668975830078,0.0,0.44755714800622726
Rewrite the sentence with more descriptive words.,The game is fun.,The game is exhilarating and enjoyable.,The game is exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun..and exciting..and fun,6.280523825642044e-87,0.0274524158125915,0.074074074074074,0.6617827,32,6.9391871262516,-0.8743582963943481,0.0701754385964912,0.5181129296123982
Make the second sentence shorter.,Winter is usually the coldest season of the year. Snow is a common element during winter.,"Winter is the coldest season, often accompanied by snow.",Snow is a common element during winter..,1.0003688322288244e-231,0.180722891566265,0.375,0.7215137,37,9.850612054411156,-0.1368029862642288,0.4285714285714285,0.541876044538286
Find the solution to the quadratic equation.,3x² + 7x - 4 = 0,The solution of the quadratic equation is x = -4 and x = 1/3.,-1.0.-1.0.-1,0.0,0.0,0.1111111111111111,0.25064307,31,15.000000000000002,-0.4045583009719848,0.0,0.5361108457048734
Find the average of these three numbers.,"2, 5, 10","The average of 2, 5, 10 is 5.67.",54.5757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575,0.0,0.0,0.0,0.23445067,26,9.000000000000002,-0.861513614654541,0.0,0.6756815910339355
Rewrite the sentence in a different tense.,He asked her to join him for lunch.,He had asked her to join him for lunch.,She asked him to join her for lunch..,9.367929145127228e-155,0.6290648127382821,0.823529411764706,0.9654707,21,9.24021086472307,0.6365431547164917,0.823529411764706,0.6767790198326111
Classify the following data with three labels.,fjsklfjdsklfjsklfjsklfjs,"Label1: Character data
Label2: Alphabetical data
Label3: Non-alphabetical data",fjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsklfjsk,0.0,0.0,0.0,0.012213919,33,9.999999999999998,-1.2046563625335691,0.0,0.38990479707717896
Describe the following painting in one sentence.,Attached Painting,The painting depicts a sprawling landscape on a beautiful day with rolling hills and a river winding its way through the terrain.,The painting is attached to the wall.. It is a painting of a woman.,4.922348962291463e-155,0.2095808383233532,0.2777777777777778,0.41612172,32,19.288302958916336,-0.6301411390304565,0.074074074074074,0.6537578176049625
Change the following sentence from the singular form to the plural form.,The cat is drinking.,The cats are drinking.,The cats are drinking.. .. .,0.4739878501170793,0.711764705882353,1.0,0.95228225,0,4.472135954999579,0.8633499145507812,1.0,0.6468613545099894
Analyze the following sentence and find the direct object.,She wrote a book.,"The direct object of the sentence is ""book"".",book..write..a book..,1.0003688322288244e-231,0.0675675675675675,0.1666666666666666,0.46740228,31,9.000000000000002,-0.5519173741340637,0.25,0.6070397555828094
Edit the following sentence to correct the grammar and syntax errors,You was late to the party,You were late to the party.,You was late to the party..!?,0.3266828640925501,0.5499999999999999,0.8333333333333334,0.8473612,19,6.316359597656379,0.4214942455291748,0.8000000000000002,0.7422663390636444
Create a questions that can be answered using the following sentence.,"""It was a beautiful day""",What type of day was it?,What may be the reason for them saying it was a beautiful day?,6.1614344535057964e-232,0.18796992481203,0.4210526315789473,0.5324408,26,6.835944591694946,-1.1240112781524658,0.4705882352941177,0.6117604034287589
